ReadPos	CntRef	CntNonRef	TotalCnt	Freq	AvQual	AvQualRef	AvQualNonRef
52	303552	931	304483	0.00305764197015925	0.000820053327291222	0.000809367093364054	0.00430429358623409
53	300711	759	301470	0.00251766344909941	0.000872800346504291	0.000858195723573596	0.00665905959041325
54	297200	1383	298583	0.00463187790329657	0.000886975243873978	0.000871928581682249	0.00412043005471868
55	294517	838	295355	0.00283726363190059	0.000843983859970995	0.000830228923699095	0.00567818739935973
56	291499	908	292407	0.00310526081796947	0.000819322653270561	0.000808693593332422	0.00423161377983751
57	288638	626	289264	0.00216411305935063	0.000819622399069554	0.000808021342405843	0.00616867318710971
58	285517	708	286225	0.00247357847846974	0.000763806453248203	0.000752648784382504	0.00526338857408371
59	282569	686	283255	0.00242184603978747	0.00079934880832022	0.000785880818663441	0.00634692369074421
60	279260	981	280241	0.00350055844790734	0.000813554742136197	0.000799567468168769	0.00479529391457754
61	275980	1326	277306	0.00478172127541416	0.000796514266525855	0.000786430496871009	0.00289524635503611
62	273634	602	274236	0.00219518954477166	0.000747384354828901	0.000736577848042206	0.00565939046459561
63	270459	752	271211	0.00277274889292838	0.000744471399811392	0.00073496548830313	0.00416330028363564
64	267587	708	268295	0.0026388863005274	0.000800769106963217	0.000787710237354051	0.0057363393642017
65	264606	761	265367	0.00286772658243112	0.000810384692821689	0.000799548346583347	0.00457827198948333
66	261513	1027	262540	0.00391178487087682	0.000811989294801027	0.000800425298175459	0.00375661972280453
67	258998	700	259698	0.00269543854785174	0.00078647829768137	0.000775937120362911	0.00468668378788386
68	255858	991	256849	0.00385829806617896	0.000841895193782633	0.000829251464571241	0.00410627387045853
69	253184	822	254006	0.00323614402809382	0.000808833676910572	0.000799003185225231	0.00383672078990014
70	250762	572	251334	0.00227585603221212	0.000856053321302695	0.000843909438233479	0.00617987221329154
71	248113	554	248667	0.00222787905110047	0.000805147214591062	0.000793894998078025	0.00584453565451361
72	245482	618	246100	0.00251117431938236	0.000845450072106378	0.000835299437856443	0.00487748566589291
73	242527	752	243279	0.00309110116368449	0.000859223174594354	0.000847853117204564	0.00452617252112774
74	239800	545	240345	0.00226757369614512	0.000792995100866947	0.00078220454910542	0.00554083787595105
75	237106	691	237797	0.00290583985500238	0.000802990055085552	0.000791702218053469	0.00467623735950061
76	234505	701	235206	0.0029803661471221	0.000786646377382742	0.000777038093784859	0.00400089822494883
77	232302	495	232797	0.00212631606077398	0.000819785458285484	0.000807894004749811	0.00640040856792042
78	229176	1078	230254	0.00468178620132549	0.000766380440653482	0.000756036680955363	0.00296539850428277
79	227306	625	227931	0.00274205790348834	0.000782391353329606	0.000772701667418206	0.00430642934659367
80	225228	491	225719	0.00217527102282041	0.000804819394010909	0.000794442224535467	0.00556496018146652
81	222657	718	223375	0.00321432568550644	0.000794416730748023	0.000782688452459065	0.00443144076835279
82	220661	509	221170	0.00230139711534114	0.000770109124213484	0.000758767371415608	0.00568697064513346
83	218693	505	219198	0.00230385313734614	0.000813134514787783	0.000801649090916661	0.00578695986660487
84	216535	692	217227	0.00318560768228627	0.000861858251434715	0.000848580634606217	0.00501658189301227
85	214488	553	215041	0.00257160262461577	0.000926318464671504	0.000910198995267418	0.00717845725954552
86	212144	443	212587	0.00208385272852997	0.000894370937053808	0.000877977589422594	0.00874482317158828
87	210134	632	210766	0.00299858610971409	0.000897961503606743	0.00088230725159783	0.00610285168029248
88	208507	599	209106	0.00286457586104655	0.000801051884326178	0.00079013373915242	0.00460156890562983
89	207032	393	207425	0.00189466072074244	0.000843448210804808	0.000832825808451883	0.00643931895874761
90	204234	1394	205628	0.00677923240025677	0.00082424457606468	0.000814763139537027	0.00221336344823332
91	203874	434	204308	0.00212424378878947	0.000860451501844412	0.000849655592768498	0.0059318919787012
92	202488	376	202864	0.00185345847464311	0.00086580281627886	0.000854101786895557	0.00716718057632573
93	200993	431	201424	0.00213976487409643	0.000827428626473495	0.000815889759157727	0.00620847632581464
94	199397	438	199835	0.00219180824179948	0.000880368615115453	0.000864748543671851	0.00799131698417953
95	198126	435	198561	0.00219076253644976	0.00094183926317851	0.000925578037684318	0.00834821067072712
96	196687	644	197331	0.00326355210281203	0.000908827915494795	0.000895705537620064	0.00491659365629186
97	195539	468	196007	0.00238766982811838	0.000870143998594854	0.000858844254984626	0.00559138452384949
98	194039	513	194552	0.00263682717216991	0.000861350150500846	0.000850222474702312	0.00507032302434648
99	192733	523	193256	0.00270625491575941	0.00101802311723757	0.000998884298991567	0.00807095209816912
100	191257	706	191963	0.00367779207451436	0.00095003327339396	0.000937364859371817	0.0043819353423103
101	190296	500	190796	0.00262060001257888	0.000984200115389211	0.000970224708040396	0.00630312834913857
102	189386	310	189696	0.00163419365721997	0.000933549481462546	0.000919765629485234	0.0093544159026829
103	187717	888	188605	0.00470825269743644	0.000930079898199095	0.000915885400608533	0.00393069758312901
104	186940	700	187640	0.00373054785759966	0.000897164691033917	0.000883189087186642	0.00462944952420828
105	186169	410	186579	0.00219746059309997	0.000930370468121253	0.000914679816868119	0.00805503596363467
106	185001	549	185550	0.00295877122069523	0.000917424028561793	0.000903044543502231	0.00576299618797732
107	184177	407	184584	0.00220495817622329	0.000964392999968051	0.000945920937409867	0.00932343247364643
108	183123	520	183643	0.00283158083891028	0.000960145880840064	0.000947815354040902	0.00530245945593334
109	181720	903	182623	0.00494461267200736	0.00112812434092982	0.00110715418141555	0.00534816574396675
110	181283	380	181663	0.00209178533878665	0.000918986460382713	0.000905868127108879	0.00717722543642341
111	180263	488	180751	0.00269984675050207	0.000994262128327742	0.00097486392521541	0.00815979140633099
112	179484	459	179943	0.00255080775578933	0.000999673697537699	0.000983265734920441	0.00741572328886575
113	178474	533	179007	0.00297753719128302	0.00121184880296888	0.0011835085879355	0.0107015139772216
114	177441	602	178043	0.00338120566380032	0.0010314858866038	0.0010132925945523	0.00639400405092317
115	176421	632	177053	0.003569552619837	0.00101705692633821	0.000996166114431599	0.00684866757094672
116	175625	477	176102	0.00270865748259531	0.000982663965459688	0.000964310011721423	0.00774034347340679
117	174583	490	175073	0.0027988324870197	0.00109330034790351	0.00107031317329	0.00928344301234916
118	173390	702	174092	0.00403235071111826	0.00110941559260483	0.0010902396114531	0.00584577367226517
119	172763	417	173180	0.00240789929553066	0.00104925395038673	0.00102921922146641	0.00934963733765562
120	171427	691	172118	0.0040146875980432	0.00102599514528095	0.00100593191341881	0.00600338971610595
121	170437	719	171156	0.00420084601182547	0.00115983166277031	0.00113245227739216	0.0076500407110443
122	169700	482	170182	0.00283226193134409	0.000973558144899174	0.000954585756972852	0.00765325571981997
123	168554	676	169230	0.00399456361165278	0.00101614714165477	0.000997655273935868	0.00562691381547733
124	167760	481	168241	0.00285899394321242	0.000980001262999478	0.000961970334987142	0.00726870912860756
125	166799	418	167217	0.00249974583923883	0.00115820318562035	0.00113496483212308	0.0104312513316194
126	165456	672	166128	0.00404507367812771	0.00113090812350849	0.00110315595932354	0.00796388740534547
127	164612	429	165041	0.00259935409989033	0.00117860300992629	0.00115343693547048	0.0108351014909544
128	163290	460	163750	0.00280916030534351	0.00110062303405062	0.00107808004984991	0.00910289236044864
129	161161	778	161939	0.00480427815411976	0.00128102705268942	0.00124673756640722	0.00838401921044892
130	157808	926	158734	0.00583365882545642	0.00114621159771362	0.00112075278767982	0.00548487670986642
131	154852	1817	156669	0.0115976996087292	0.0012113456204698	0.00118023027289743	0.00386311986501921
132	149609	425	150034	0.00283269125664849	0.00122136486257262	0.0011945184481385	0.010671871255714
133	148695	536	149231	0.00359174702307161	0.00128277171725647	0.00126132745514676	0.00723175409491855
134	147811	478	148289	0.00322343531887058	0.00110754172072873	0.00109050232540223	0.00637660042912823
135	147040	341	147381	0.00231373107795442	0.00127613394212014	0.00124706746407119	0.0138096674680437
136	146253	373	146626	0.00254388716871496	0.00119074566651786	0.00116617553231588	0.0108246755256352
137	145430	430	145860	0.00294803235979707	0.00137245390960595	0.00133969477524684	0.0124518978860205
138	144683	275	144958	0.0018971012293216	0.00119669730020901	0.00117526904678575	0.0124705299912787
139	143822	384	144206	0.00266285730136055	0.00118231443389537	0.00115633912001241	0.010911016499725
140	143027	389	143416	0.00271238913370893	0.00120595175059431	0.00118085913405882	0.010431971455566
141	141770	858	142628	0.00601564910115826	0.00127744787928022	0.00125609677749815	0.00480535662013347
142	141377	390	141767	0.00275099282625717	0.00124984538494994	0.00122586871075069	0.00994151273950456
143	140430	418	140848	0.00296773827104396	0.00130189550380757	0.00127570683803701	0.0101001594612179
144	139675	391	140066	0.00279154113060986	0.00132582602713098	0.00129676091888531	0.0117086111786696
145	138795	396	139191	0.00284501153091795	0.00141948391192027	0.0013896141336095	0.0118886149236784
146	137810	565	138375	0.00408310749774164	0.0014067910509181	0.00137285094229901	0.00968517400456018
147	137235	354	137589	0.00257288009942655	0.00139577447145438	0.00136955128098982	0.0115617053851088
148	136550	312	136862	0.00227966857126156	0.00145392111434649	0.00142349504184638	0.0147702038063142
149	135684	379	136063	0.0027854743758406	0.00155901026464754	0.00152050943534395	0.0153425103259558
150	134316	803	135119	0.00594290958340426	0.00157755793150017	0.00154445081600496	0.00711531051538767
151	133729	432	134161	0.00322001177689492	0.00164686152502264	0.00161366120845372	0.01192428081773
152	132940	447	133387	0.00335115116165743	0.00146780923987732	0.00143309716701916	0.0117913505504021
153	132207	301	132508	0.00227156096235699	0.00154089992045277	0.00150358778637659	0.0179293560992457
154	131170	444	131614	0.00337350129925388	0.0014798402953742	0.00144328192563893	0.0122802037147338
155	130283	379	130662	0.00290061379743154	0.00157631797037672	0.00153509433341414	0.0157471335229014
156	129489	366	129855	0.00281852835855377	0.00166005436330229	0.00162284885427673	0.0148231804786483
157	128654	422	129076	0.00326939167622176	0.00167159741322	0.00163531541370326	0.0127327925929143
